6568,211266,browneyedrose.com,BrownEyedRose,https://www.facebook.com/BrownEyedRose/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=161907740547987,0,,,,,,
6569,211271,brunomd.com,BrunoMDofficial,https://www.facebook.com/BrunoMDofficial/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=114951046585848,29,,,,,,
6570,211272,brushboo.com,brushboo,https://www.facebook.com/brushboo/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=None,29,,,,,,
6571,211281,bubbasfoods.com,bubbasfoods,https://www.facebook.com/bubbasfoods/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1480800052181902,5,,,,,,
6572,211282,bubblegoods.com,BubbleGoods,https://www.facebook.com/BubbleGoods/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1591914434178646,5,,,,,,
6573,211283,buccisimo.com,buccisimo,https://www.facebook.com/buccisimo/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=118663286631968,5,,,,,,
6574,211287,buckeyesmokers.com,buckeyesmokers,https://www.facebook.com/buckeyesmokers/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=111767077193028,0,,,,,,
6575,211297,budsnbloom.com,budsnbloom,https://www.facebook.com/budsnbloom,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=111451268869575,0,,,,,,
6576,211307,buildasoil.com,Buildasoil,https://www.facebook.com/Buildasoil,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=652477404781309,0,,,,,,
6577,211318,bulk-caps.com,BulkTshirtsNamibia,https://www.facebook.com/BulkTshirtsNamibia/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1405522089579296,0,,,,,,
6578,211330,burgertuning.com,BurgerMotorsports,https://www.facebook.com/BurgerMotorsports/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1923214834609750,0,,,,,,
6579,211349,buttonwatch.com,ButtonWatch,https://www.facebook.com/ButtonWatch/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1800295976871206,3,,,,,,
6580,211365,buythewedge.com,thewedgepillow,https://business.facebook.com/thewedgepillow/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=102481665017463,0,,,,,,
6581,211371,bychari.com,ByChari,https://www.facebook.com/ByChari,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=59076210035,15,,,,,,
6582,211373,byebyebogey.com,BogeyBye,https://www.facebook.com/BogeyBye/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=2858377860854571,2,,,,,,
6583,211374,byindeko.com,byindeko,https://www.facebook.com/byindeko/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=521500221724367,2,,,,,,
6584,211378,byroe.com,BYROEofficial,https://www.facebook.com/BYROEofficial/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=113094263379286,11,,,,,,
6585,211384,c2.clothing,C2_clothing_gh-1973852142918002,https://www.facebook.com/C2_clothing_gh-1973852142918002/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1973852142918002,0,,,,,,
6586,211393,cadenlane.com,CadenLane,https://www.facebook.com/CadenLane,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=113384438708494,21,,,,,,
6587,211463,canalplastic.com,messespecialisten,https://www.facebook.com/messespecialisten/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=200215334257077,0,,,,,,
6588,211470,candlelandmiami.com,CandleLandMiami,https://www.facebook.com/CandleLandMiami,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=112263866909494,9,,,,,,
6589,211487,canvascultures.com,canvascultures,https://www.facebook.com/canvascultures/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1940131249554574,160,,,,,,
6590,211499,cappellos.com,cappellosglutenfree,https://www.facebook.com/cappellosglutenfree/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=209651279091620,41,,,,,,
6591,211505,captainsoup.com,captainsoup,https://www.facebook.com/captainsoup/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=193781947837213,0,,,,,,
6593,211576,casa-hercules.com,Casa-Hercules-715713211895180,https://www.facebook.com/Casa-Hercules-715713211895180/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=None,0,,,,,,
6594,211577,casaeleganza.com,CasaEleganzaNJ,https://www.facebook.com/CasaEleganzaNJ/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=339904066484354,0,,,,,,
6595,211595,catalystpet.com,catalystpet,https://www.facebook.com/catalystpet/,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=ALL&view_all_page_id=1337270779765237,15,,,,,,
